#ID = reference ID
#GeneID = EntrezGene ID
#REFSEQ = RefSeq ID
#GB_ACC = GenBank accession number
#Symbol = Gene symbol
#Description = Description
#OMIM = OMIM ID
#chromosome = chromosome number
#map.location = location on the chromosome
ID	GeneID	REFSEQ	GB_ACC	Symbol	Description	OMIM	chromosome	map.location
DAP1_0859	9989	NM_001042388 ; NP_001035847 ; NM_005134 ; NP_005125	NM_001042388	PPP4R1	protein phosphatase 4, regulatory subunit 1	604908	18	18p11.22
DAP1_0861	6843	NM_014231 ; NP_055046 ; NM_016830 ; NP_058439 ; NM_199245 ; NP_954740	NM_014231	VAMP1	vesicle-associated membrane protein 1 (synaptobrevin 1)	185880	12	12p
DAP1_0864	439	NM_004317 ; NP_004308	NM_004317	ASNA1	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)	601913	19	19q13.3
DAP1_0881	10019	NM_005475 ; NP_005466	NM_005475	SH2B3	SH2B adaptor protein 3	605093	12	12q24
DAP1_0884	1271	NM_001842 ; NP_001833 ; NM_147164 ; NP_671693	NM_001842	CNTFR	ciliary neurotrophic factor receptor	118946	9	9p13
DAP1_0885	79143	NM_024298 ; NP_077274	NM_024298	LENG4	leukocyte receptor cluster (LRC) member 4	606048	19	19q13.4
DAP1_0887	6874	NM_003185 ; NP_003176	NM_003185	TAF4	TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa	601796	20	20q13.33
DAP1_0889	917	NM_000073 ; NP_000064	NM_000073	CD3G	CD3g molecule, gamma (CD3-TCR complex)	186740	11	11q23
DAP1_0890	7072	NM_022037 ; NP_071320 ; NM_022173 ; NP_071505	NM_022037	TIA1	TIA1 cytotoxic granule-associated RNA binding protein	603518	2	2p13
DAP1_0891	84432	NM_032414 ; NP_115790	NM_032414	PROK1	prokineticin 1	606233	1	1p21
DAP1_0895	4709	NM_002491 ; NP_002482	NM_002491	NDUFB3	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 3, 12kDa	603839	2	2q31.3
DAP1_0897	1501	NM_001332 ; NP_001323	NM_001332	CTNND2	catenin (cadherin-associated protein), delta 2 (neural plakophilin-related arm-repeat protein)	123450 ; 604275	5	5p15.2
DAP1_0901	10188	NM_001010938 ; NP_001010938 ; NM_005781 ; NP_005772	NM_001010938	TNK2	tyrosine kinase, non-receptor, 2	606994	3	3q29
DAP1_0905	84986	NM_032900 ; NP_116289	NM_032900	ARHGAP19	Rho GTPase activating protein 19	NA	10	10q24.1
DAP1_0913	5686	NM_002790 ; NP_002781	NM_002790	PSMA5	proteasome (prosome, macropain) subunit, alpha type, 5	176844	1	1p13
DAP1_0915	91543	NM_080657 ; NP_542388	NM_080657	RSAD2	radical S-adenosyl methionine domain containing 2	607810	2	2p25.2
DAP1_0917	4161	NM_005913 ; NP_005904	NM_005913	MC5R	melanocortin 5 receptor	600042	18	18p11.2
DAP1_0920	6634	NM_004175 ; NP_004166	NM_004175	SNRPD3	small nuclear ribonucleoprotein D3 polypeptide 18kDa	601062	22	22q11.23
DAP1_0925	5348	NM_005031 ; NP_005022 ; NM_021902 ; NP_068702	NM_005031	FXYD1	FXYD domain containing ion transport regulator 1 (phospholemman)	602359	19	19q13.1
DAP1_0926	9684	NM_014665 ; NP_055480	NM_014665	LRRC14	leucine rich repeat containing 14	NA	8	8q24.3
DAP1_0929	1374	NM_001031847 ; NP_001027017 ; NM_001876 ; NP_001867	NM_001031847	CPT1A	carnitine palmitoyltransferase 1A (liver)	255120 ; 600528	11	11q13.1-q13.2
DAP1_0931	5493	NM_002705 ; NP_002696	NM_002705	PPL	periplakin	602871	16	16p13.3
DAP1_0933	313	NM_001637 ; NP_001628	NM_001637	AOAH	acyloxyacyl hydrolase (neutrophil)	102593	7	7p14-p12
DAP1_0935	3045	; NM_000519 ; NP_000510	NM_000519	HBD	hemoglobin, delta	142000	11	11p15.5
DAP1_0936	8738	NM_003805 ; NP_003796	NM_003805	CRADD	CASP2 and RIPK1 domain containing adaptor with death domain	603454	12	12q21.33-q23.1
DAP1_0940	9584	NM_184237 ; NP_909125 ; NM_184241 ; NP_909129 ; NM_184244 ; NP_909132 ; NM_004902 ; NP_004893 ; NM_184234 ; NP_909122	NM_184237	RBM39	RNA binding motif protein 39	604739	20	20q11.22
DAP1_0942	381	NM_001662 ; NP_001653	NM_001662	ARF5	ADP-ribosylation factor 5	103188	7	7q31.3
DAP1_0943	9529	NM_001015048 ; NP_001015048 ; NM_001015049 ; NP_001015049 ; NM_004873 ; NP_004864	NM_001015048	BAG5	BCL2-associated athanogene 5	603885	14	14q32.33
DAP1_0944	5715	NM_002813 ; NP_002804	NM_002813	PSMD9	proteasome (prosome, macropain) 26S subunit, non-ATPase, 9	603146	12	12q24.31-q24.32
DAP1_0946	27347	NM_013233 ; NP_037365	NM_013233	STK39	serine threonine kinase 39 (STE20/SPS1 homolog, yeast)	607648	2	2q24.3
DAP1_0949	10752	NM_006614 ; NP_006605	NM_006614	CHL1	cell adhesion molecule with homology to L1CAM (close homolog of L1)	607416	3	3p26.1
DAP1_0950	10755	NM_005716 ; NP_005707 ; NM_202467 ; NP_974196 ; NM_202468 ; NP_974197 ; NM_202469 ; NP_974198 ; NM_202470 ; NP_974199 ; NM_202494 ; NP_974223	NM_005716	GIPC1	GIPC PDZ domain containing family, member 1	605072	19	19p13.1
DAP1_0951	10109	NM_005731 ; NP_005722 ; NM_152862 ; NP_690601	NM_005731	ARPC2	actin related protein 2/3 complex, subunit 2, 34kDa	604224	2	2q36.1
DAP1_0952	2138	NM_000503 ; NP_000494 ; NM_172058 ; NP_742055 ; NM_172059 ; NP_742056 ; NM_172060 ; NP_742057	NM_000503	EYA1	eyes absent homolog 1 (Drosophila)	113650 ; 166780 ; 601653	8	8q13.3
DAP1_0958	25814	NM_013236 ; NP_037368	NM_013236	ATXN10	ataxin 10	603516	22	22q13.31
DAP1_0960	7284	NM_003321 ; NP_003312	NM_003321	TUFM	Tu translation elongation factor, mitochondrial	602389 ; 610678	16	16p11.2
DAP1_0961	6660	NM_006940 ; NP_008871 ; NM_152989 ; NP_694534 ; NM_178010 ; NP_821078	NM_006940	SOX5	SRY (sex determining region Y)-box 5	604975	12	12p12.1
DAP1_0963	8992	NM_003945 ; NP_003936	NM_003945	ATP6V0E1	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1	603931	5	5q35.2
DAP1_0969	7054	NM_000360 ; NP_000351 ; NM_199292 ; NP_954986 ; NM_199293 ; NP_954987	NM_000360	TH	tyrosine hydroxylase	191290	11	11p15.5
DAP1_0971	5636	NM_002767 ; NP_002758	NM_002767	PRPSAP2	phosphoribosyl pyrophosphate synthetase-associated protein 2	603762	17	17p11.2-p12
DAP1_0973	3671	NM_005545 ; NP_005536 ; NM_201526 ; NP_958934	NM_005545	ISLR	immunoglobulin superfamily containing leucine-rich repeat	602059	15	15q23-q24
DAP1_0974	9820	NM_014780 ; NP_055595	NM_014780	CUL7	cullin 7	273750 ; 609577	6	6p21.1
DAP1_0976	5591	NM_001081640 ; NP_001075109 ; NM_006904 ; NP_008835	NM_001081640	PRKDC	protein kinase, DNA-activated, catalytic polypeptide	600899	8	8q11
DAP1_0977	5906	NM_001010935 ; NP_001010935 ; NM_002884 ; NP_002875	NM_001010935	RAP1A	RAP1A, member of RAS oncogene family	179520	1	1p13.3
DAP1_0978	7140	NM_001042780 ; NP_001036245 ; NM_001042781 ; NP_001036246 ; NM_001042782 ; NP_001036247 ; NM_006757 ; NP_006748	NM_001042780	TNNT3	troponin T type 3 (skeletal, fast)	600692 ; 601680	11	11p15.5
DAP1_0979	7637	NM_003428 ; NP_003419	NM_003428	ZNF84	zinc finger protein 84	NA	12	12q24.33
DAP1_0984	5360	NM_006227 ; NP_006218 ; NM_182676 ; NP_872617	NM_006227	PLTP	phospholipid transfer protein	172425	20	20q12-q13.1
DAP1_0987	3347	NM_000200 ; NP_000191	NM_000200	HTN3	histatin 3	142702	4	4q13
DAP1_0989	25932	NM_013943 ; NP_039234	NM_013943	CLIC4	chloride intracellular channel 4	606536	1	1p36.11
DAP1_0991	11212	NM_007198 ; NP_009129	NM_007198	PROSC	proline synthetase co-transcribed homolog (bacterial)	604436	8	8p11.2
DAP1_0992	22913	NM_007367 ; NP_031393 ; NM_016732 ; NP_057951	NM_007367	RALY	RNA binding protein, autoantigenic (hnRNP-associated with lethal yellow homolog (mouse))	NA	20	20q11.21-q11.23
DAP1_1000	1418	NM_014617 ; NP_055432	NM_014617	CRYGA	crystallin, gamma A	123660	2	2q33-q35
DAP1_1001	5617	NM_000948 ; NP_000939	NM_000948	PRL	prolactin	176760	6	6p22.2-p21.3
DAP1_1002	6944	NM_005997 ; NP_005988	NM_005997	VPS72	vacuolar protein sorting 72 homolog (S. cerevisiae)	600607	1	1q21
DAP1_1006	835	NM_032982 ; NP_116764 ; NM_032983 ; NP_116765	NM_032982	CASP2	caspase 2, apoptosis-related cysteine peptidase (neural precursor cell expressed, developmentally down-regulated 2)	600639	7	7q34-q35
DAP1_1009	2071	NM_000122 ; NP_000113	NM_000122	ERCC3	excision repair cross-complementing rodent repair deficiency, complementation group 3 (xeroderma pigmentosum group B complementing)	133510 ; 601675 ; 610651	2	2q21
DAP1_1011	4261	NM_000246 ; NP_000237	NM_000246	CIITA	class II, major histocompatibility complex, transactivator	126200 ; 180300 ; 209920 ; 600005	16	16p13
DAP1_1015	22926	NM_007348 ; NP_031374	NM_007348	ATF6	activating transcription factor 6	605537	1	1q22-q23
DAP1_1020	5918	NM_002888 ; NP_002879 ; NM_206963 ; NP_996846	NM_002888	RARRES1	retinoic acid receptor responder (tazarotene induced) 1	605090	3	3q25.32-q25.33
DAP1_1022	348	NM_000041 ; NP_000032	NM_000041	APOE	apolipoprotein E	104310 ; 107741 ; 269600 ; 603075	19	19q13.2
DAP1_1024	1277	NM_000088 ; NP_000079	NM_000088	COL1A1	collagen, type I, alpha 1	114000 ; 120150 ; 130000 ; 130060 ; 166200 ; 166210 ; 166220 ; 166710 ; 259420	17	17q21.33
DAP1_1030	412	NM_000351 ; NP_000342	NM_000351	STS	steroid sulfatase (microsomal), arylsulfatase C, isozyme S	308100	X	Xp22.32
DAP1_1032	10473	NM_006353 ; NP_006344	NM_006353	HMGN4	high mobility group nucleosomal binding domain 4	NA	6	6p21.3
DAP1_1037	8428	NM_001032296 ; NP_001027467 ; NM_003576 ; NP_003567	NM_001032296	STK24	serine/threonine kinase 24 (STE20 homolog, yeast)	604984	13	13q31.2-q32.3
DAP1_1039	5993	NM_000449 ; NP_000440 ; NM_001025603 ; NP_001020774	NM_000449	RFX5	regulatory factor X, 5 (influences HLA class II expression)	209920 ; 601863	1	1q21
DAP1_1040	4489	NM_005946 ; NP_005937	NM_005946	MT1A	metallothionein 1A	156350	16	16q13
DAP1_1041	7019	NM_003201 ; NP_003192	NM_003201	TFAM	transcription factor A, mitochondrial	600438	10	10q21
DAP1_1042	238	NM_004304 ; NP_004295	NM_004304	ALK	anaplastic lymphoma kinase (Ki-1)	105590	2	2p23
DAP1_1044	10797	NM_001040409 ; NP_001035499 ; NM_006636 ; NP_006627	NM_001040409	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	604887	2	2p13.1
DAP1_1046	10440	NM_006335 ; NP_006326	NM_006335	TIMM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast)	605057	1	1q32.1
DAP1_1047	8447	NM_003585 ; NP_003576	NM_003585	DOC2B	double C2-like domains, beta	604568	17	17p13.3
DAP1_1051	360	NM_004925 ; NP_004916	NM_004925	AQP3	aquaporin 3 (Gill blood group)	600170 ; 607457	9	9p13
DAP1_1055	23516	NM_015359 ; NP_056174	NM_015359	SLC39A14	solute carrier family 39 (zinc transporter), member 14	608736	8	8p21.3
DAP1_1060	3448	NM_002172 ; NP_002163	NM_002172	IFNA14	interferon, alpha 14	147579	9	9p22
DAP1_1063	6928	NM_000458 ; NP_000449 ; NM_006481 ; NP_006472	NM_000458	TCF2	transcription factor 2, hepatic; LF-B3; variant hepatic nuclear factor	125853 ; 137920 ; 189907	17	17cen-q21.3
DAP1_1066	354	NM_001030047 ; NP_001025218 ; NM_001030048 ; NP_001025219 ; NM_001030049 ; NP_001025220 ; NM_001030050 ; NP_001025221 ; NM_001648 ; NP_001639	NM_001030047	KLK3	kallikrein-related peptidase 3	176820	19	19q13.41
DAP1_1071	2568	NM_014211 ; NP_055026	NM_014211	GABRP	gamma-aminobutyric acid (GABA) A receptor, pi	602729	5	5q33-q34
DAP1_1072	3036	NM_001523 ; NP_001514	NM_001523	HAS1	hyaluronan synthase 1	601463	19	19q13.4
DAP1_1077	8192	NM_006012 ; NP_006003	NM_006012	CLPP	ClpP caseinolytic peptidase, ATP-dependent, proteolytic subunit homolog (E. coli)	601119	19	19p13.3
DAP1_1078	7984	NM_005435 ; NP_005426	NM_005435	ARHGEF5	Rho guanine nucleotide exchange factor (GEF) 5	600888	7	7q33-q35
DAP1_1079	51109	NM_016026 ; NP_057110	NM_016026	RDH11	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)	607849	14	14q24.1
DAP1_1080	5456	NM_000307 ; NP_000298	NM_000307	POU3F4	POU domain, class 3, transcription factor 4	300039 ; 304400	X	Xq21.1
DAP1_1085	2010	NM_000117 ; NP_000108	NM_000117	EMD	emerin (Emery-Dreifuss muscular dystrophy)	300384 ; 310300	X	Xq28
DAP1_1086	10216	NM_005807 ; NP_005798	NM_005807	PRG4	proteoglycan 4	208250 ; 604283	1	1q25-q31
DAP1_1087	8099	NM_004642 ; NP_004633	NM_004642	CDK2AP1	CDK2-associated protein 1	602198	12	12q24.31
DAP1_1088	6609	NM_000543 ; NP_000534 ; NM_001007593 ; NP_001007594	NM_000543	SMPD1	sphingomyelin phosphodiesterase 1, acid lysosomal (acid sphingomyelinase)	257200 ; 607608 ; 607616	11	11p15.4-p15.1
DAP1_1093	5094	NM_005016 ; NP_005007 ; NM_031989 ; NP_114366	NM_005016	PCBP2	poly(rC) binding protein 2	601210	12	12q13.12-q13.13
DAP1_1097	973	NM_001783 ; NP_001774 ; NM_021601 ; NP_067612	NM_001783	CD79A	CD79a molecule, immunoglobulin-associated alpha	112205	19	19q13.2
DAP1_1098	9764	NM_014732 ; NP_055547	NM_014732	KIAA0513	KIAA0513	NA	16	16q24.1
DAP1_1099	398	NM_001176 ; NP_001167	NM_001176	ARHGDIG	Rho GDP dissociation inhibitor (GDI) gamma	602844	16	16p13.3
DAP1_1102	3690	NM_000212 ; NP_000203	NM_000212	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	173470	17	17q21.32
DAP1_1104	11337	NM_007278 ; NP_009209	NM_007278	GABARAP	GABA(A) receptor-associated protein	605125	17	17p13.1
DAP1_1105	9443	NM_004270 ; NP_004261	NM_004270	CRSP9	cofactor required for Sp1 transcriptional activation, subunit 9, 33kDa	605045	5	5q33.3
DAP1_1109	7043	NM_003239 ; NP_003230	NM_003239	TGFB3	transforming growth factor, beta 3	107970 ; 190230	14	14q24
DAP1_1110	6536	NM_001024845 ; NP_001020016 ; NM_006934 ; NP_008865 ; NM_201649 ; NP_964012	NM_001024845	SLC6A9	solute carrier family 6 (neurotransmitter transporter, glycine), member 9	601019	1	1p33
DAP1_1111	5824	NM_002857 ; NP_002848	NM_002857	PEX19	peroxisomal biogenesis factor 19	214100 ; 600279	1	1q22
DAP1_1124	7791	NM_001010972 ; NP_001010972 ; NM_003461 ; NP_003452	NM_001010972	ZYX	zyxin	602002	7	7q32
DAP1_1125	56125	; NM_018931 ; NP_061754	NM_018931	PCDHB11	protocadherin beta 11	606337	5	5q31
DAP1_1138	6696	NM_000582 ; NP_000573 ; NM_001040058 ; NP_001035147 ; NM_001040060 ; NP_001035149	NM_000582	SPP1	secreted phosphoprotein 1 (osteopontin, bone sialoprotein I, early T-lymphocyte activation 1)	166490	4	4q21-q25
DAP1_1145	11135	NM_007061 ; NP_008992 ; NM_152243 ; NP_689449	NM_007061	CDC42EP1	CDC42 effector protein (Rho GTPase binding) 1	606084	22	22q13.1
DAP1_1151	2861	NM_005302 ; NP_005293	NM_005302	GPR37	G protein-coupled receptor 37 (endothelin receptor type B-like)	602583	7	7q31
DAP1_1164	7016	NM_006285 ; NP_006276	NM_006285	TESK1	testis-specific kinase 1	601782	9	9p13
DAP1_1170	55837	NM_018453 ; NP_060923	NM_018453	EAPP	E2F-associated phosphoprotein	609486	14	14q13.1
DAP1_1171	8534	NM_003654 ; NP_003645	NM_003654	CHST1	carbohydrate (keratan sulfate Gal-6) sulfotransferase 1	603797	11	11p11.2-p11.1
DAP1_1173	3697	NM_002215 ; NP_002206	NM_002215	ITIH1	inter-alpha (globulin) inhibitor H1	147270	3	3p21.2-p21.1
DAP1_1178	2261	NM_000142 ; NP_000133 ; NM_022965 ; NP_075254	NM_000142	FGFR3	fibroblast growth factor receptor 3 (achondroplasia, thanatophoric dwarfism)	100800 ; 109800 ; 134934 ; 146000 ; 149730 ; 162900 ; 187600 ; 602849 ; 603956 ; 610474	4	4p16.3
DAP1_1182	5671	NM_021016 ; NP_066296	NM_021016	PSG3	pregnancy specific beta-1-glycoprotein 3	176392	19	19q13.2
DAP1_1190	5184	NM_000285 ; NP_000276	NM_000285	PEPD	peptidase D	170100	19	19q12-q13.2
DAP1_1191	5727	NM_000264 ; NP_000255 ; NM_001083602 ; NP_001077071 ; NM_001083603 ; NP_001077072 ; NM_001083604 ; NP_001077073 ; NM_001083605 ; NP_001077074 ; NM_001083606 ; NP_001077075 ; NM_001083607 ; NP_001077076	NM_000264	PTCH1	patched homolog 1 (Drosophila)	109400 ; 155255 ; 601309 ; 605462 ; 610828	9	9q22.3
DAP1_1203	5595	NM_001040056 ; NP_001035145 ; NM_002746 ; NP_002737	NM_001040056	MAPK3	mitogen-activated protein kinase 3	601795	16	16p11.2
DAP1_1219	10158	NM_005764 ; NP_005755	NM_005764	PDZK1IP1	PDZK1 interacting protein 1	607178	1	1p33
DAP1_1222	5266	NM_002638 ; NP_002629	NM_002638	PI3	peptidase inhibitor 3, skin-derived (SKALP)	182257	20	20q12-q13
DAP1_1225	3362	NM_000871 ; NP_000862	NM_000871	HTR6	5-hydroxytryptamine (serotonin) receptor 6	601109	1	1p36-p35
DAP1_1227	3141	NM_000411 ; NP_000402	NM_000411	HLCS	holocarboxylase synthetase (biotin-(proprionyl-Coenzyme A-carboxylase (ATP-hydrolysing)) ligase)	253270 ; 609018	21	21q22.1 ; 21q22.13
DAP1_1228	23600	NM_014324 ; NP_055139 ; NM_203382 ; NP_976316	NM_014324	AMACR	alpha-methylacyl-CoA racemase	604489	5	5p13
DAP1_1229	10252	NM_005841 ; NP_005832 ; NM_199327 ; NP_955359	NM_005841	SPRY1	sprouty homolog 1, antagonist of FGF signaling (Drosophila)	602465	4	4q28.1
DAP1_1240	8883	NM_001018159 ; NP_001018169 ; NM_001018160 ; NP_001018170 ; NM_003905 ; NP_003896	NM_001018159	APPBP1	amyloid beta precursor protein binding protein 1	603385	16	16q22
DAP1_1241	4956	NM_024410 ; NP_077721	NM_024410	ODF1	outer dense fiber of sperm tails 1	182878	8	8q22.3
DAP1_1248	7200	NM_007117 ; NP_009048	NM_007117	TRH	thyrotropin-releasing hormone	275120	3	3q13.3-q21
DAP1_1250	1317	NM_001859 ; NP_001850	NM_001859	SLC31A1	solute carrier family 31 (copper transporters), member 1	603085	9	9q31-q32
DAP1_1255	1360	NM_001871 ; NP_001862	NM_001871	CPB1	carboxypeptidase B1 (tissue)	114852	3	3q24
DAP1_1256	8621	NM_003718 ; NP_003709 ; NM_031267 ; NP_112557	NM_003718	CDC2L5	cell division cycle 2-like 5 (cholinesterase-related cell division controller)	603309	7	7p13
DAP1_1262	10320	NM_006060 ; NP_006051	NM_006060	IKZF1	IKAROS family zinc finger 1 (Ikaros)	603023	7	7p13-p11.1
DAP1_1265	1378	XM_001126036 ; XP_001126036 ; NM_000573 ; NP_000564 ; NM_000651 ; NP_000642	XM_001126036	CR1	complement component (3b/4b) receptor 1 (Knops blood group)	120620 ; 607486	1	1q32
DAP1_1267	6121	NM_000329 ; NP_000320	NM_000329	RPE65	retinal pigment epithelium-specific protein 65kDa	180069 ; 204100	1	1p31
DAP1_1269	10766	NM_016272 ; NP_057356	NM_016272	TOB2	transducer of ERBB2, 2	607396	22	22q13.2-q13.31
DAP1_1270	10307	NM_006051 ; NP_006042 ; NM_133172 ; NP_573418 ; NM_133173 ; NP_573419 ; NM_133174 ; NP_573420	NM_006051	APBB3	amyloid beta (A4) precursor protein-binding, family B, member 3	602711	5	5q31
DAP1_1272	7133	NM_001066 ; NP_001057	NM_001066	TNFRSF1B	tumor necrosis factor receptor superfamily, member 1B	191191	1	1p36.3-p36.2
DAP1_1276	8453	NM_003591 ; NP_003582	NM_003591	CUL2	cullin 2	603135	10	10p11.21
DAP1_1277	1593	NM_000784 ; NP_000775	NM_000784	CYP27A1	cytochrome P450, family 27, subfamily A, polypeptide 1	213700 ; 606530	2	2q33-qter
DAP1_1285	2483	NM_004477 ; NP_004468	NM_004477	FRG1	FSHD region gene 1	601278	4	4q35
DAP1_1286	8357	; NM_003536 ; NP_003527	NM_003536	HIST1H3H	histone cluster 1, H3h	602818	6	6p22-p21.3
DAP1_1307	1487	NM_001012614 ; NP_001012632 ; NM_001328 ; NP_001319	NM_001012614	CTBP1	C-terminal binding protein 1	602618	4	4p16
DAP1_1309	421	NM_001670 ; NP_001661	NM_001670	ARVCF	armadillo repeat gene deletes in velocardiofacial syndrome	602269	22	22q11.21
DAP1_1311	5582	NM_002739 ; NP_002730	NM_002739	PRKCG	protein kinase C, gamma	176980 ; 605361	19	19q13.4
DAP1_1312	1137	NM_000744 ; NP_000735	NM_000744	CHRNA4	cholinergic receptor, nicotinic, alpha 4	118504 ; 188890 ; 600513	20	20q13.2-q13.3
DAP1_1317	7317	NM_003334 ; NP_003325 ; NM_153280 ; NP_695012	NM_003334	UBE1	ubiquitin-activating enzyme E1 (A1S9T and BN75 temperature sensitivity complementing)	314370	X	Xp11.23
DAP1_1319	118	NM_001119 ; NP_001110 ; NM_014189 ; NP_054908 ; NM_014190 ; NP_054909 ; NM_176801 ; NP_789771	NM_001119	ADD1	adducin 1 (alpha)	102680 ; 145500	4	4p16.3
DAP1_1320	286	NM_000037 ; NP_000028 ; NM_020475 ; NP_065208 ; NM_020476 ; NP_065209 ; NM_020477 ; NP_065210 ; NM_020478 ; NP_065211 ; NM_020479 ; NP_065212 ; NM_020480 ; NP_065213 ; NM_020481 ; NP_065214	NM_000037	ANK1	ankyrin 1, erythrocytic	182900	8	8p11.1
DAP1_1321	6710	NM_000347 ; NP_000338 ; NM_001024858 ; NP_001020029	NM_000347	SPTB	spectrin, beta, erythrocytic (includes spherocytosis, clinical type I)	182870	14	14q23-q24.2
DAP1_1324	865	NM_001755 ; NP_001746 ; NM_022845 ; NP_074036	NM_001755	CBFB	core-binding factor, beta subunit	121360	16	16q22.1
DAP1_1326	4291	NM_022443 ; NP_071888	NM_022443	MLF1	myeloid leukemia factor 1	601402 ; 601626	3	3q25.1
DAP1_1330	2814	NM_004488 ; NP_004479	NM_004488	GP5	glycoprotein V (platelet)	173511	3	3q29
DAP1_1331	8578	NM_003693 ; NP_003684 ; NM_145349 ; NP_663324 ; NM_145350 ; NP_663325 ; NM_145351 ; NP_663326 ; NM_145352 ; NP_663327	NM_003693	SCARF1	scavenger receptor class F, member 1	607873	17	17p13.3
DAP1_1333	50	NM_001098 ; NP_001089	NM_001098	ACO2	aconitase 2, mitochondrial	100850	22	22q11.2-q13.31 ; 22q13.2-q13.31
DAP1_1334	1040	NM_001263 ; NP_001254	NM_001263	CDS1	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1	603548	4	4q21.23
DAP1_1335	9709	NM_001010989 ; NP_001010989 ; NM_001010990 ; NP_001010990 ; NM_014685 ; NP_055500	NM_001010989	HERPUD1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	608070	16	16q12.2-q13
DAP1_1337	2806	NM_002080 ; NP_002071	NM_002080	GOT2	glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)	138150	16	16q21
DAP1_1338	8698	NM_003775 ; NP_003766	NM_003775	EDG6	endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 6	603751	19	19p13.3
DAP1_1339	5296	NM_005027 ; NP_005018	NM_005027	PIK3R2	phosphoinositide-3-kinase, regulatory subunit 2 (p85 beta)	603157	19	19q13.2-q13.4
DAP1_1340	14	NM_001087 ; NP_001078	NM_001087	AAMP	angio-associated, migratory cell protein	603488	2	2q35
DAP1_1341	7136	NM_003282 ; NP_003273	NM_003282	TNNI2	troponin I type 2 (skeletal, fast)	191043 ; 601680	11	11p15.5
DAP1_1343	5161	NM_005390 ; NP_005381	NM_005390	PDHA2	pyruvate dehydrogenase (lipoamide) alpha 2	179061	4	4q22-q23
DAP1_1344	3679	NM_002206 ; NP_002197	NM_002206	ITGA7	integrin, alpha 7	600536	12	12q13
DAP1_1360	4691	NM_005381 ; NP_005372	NM_005381	NCL	nucleolin	164035	2	2q12-qter
DAP1_1370	9567	NM_004286 ; NP_004277	NM_004286	GTPBP1	GTP binding protein 1	602245	22	22q13.1
DAP1_1375	10577	NM_006432 ; NP_006423	NM_006432	NPC2	Niemann-Pick disease, type C2	601015 ; 607625	14	14q24.3
DAP1_1377	9733	NM_014706 ; NP_055521	NM_014706	SART3	squamous cell carcinoma antigen recognized by T cells 3	NA	12	12q24.1
DAP1_1382	38	NM_000019 ; NP_000010	NM_000019	ACAT1	acetyl-Coenzyme A acetyltransferase 1 (acetoacetyl Coenzyme A thiolase)	203750 ; 607809	11	11q22.3-q23.1
DAP1_1384	7023	NM_003223 ; NP_003214	NM_003223	TFAP4	transcription factor AP-4 (activating enhancer binding protein 4)	600743	16	16p13
DAP1_1389	6041	NM_021133 ; NP_066956	NM_021133	RNASEL	ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent)	180435 ; 601518	1	1q25
DAP1_1390	5355	NM_002668 ; NP_002659	NM_002668	PLP2	proteolipid protein 2 (colonic epithelium-enriched)	300112	X	Xp11.23
DAP1_1392	216	NM_000689 ; NP_000680	NM_000689	ALDH1A1	aldehyde dehydrogenase 1 family, member A1	100640	9	9q21.13
DAP1_1407	7454	NM_000377 ; NP_000368	NM_000377	WAS	Wiskott-Aldrich syndrome (eczema-thrombocytopenia)	300299 ; 300392 ; 301000 ; 313900	X	Xp11.4-p11.21
DAP1_1432	5164	NM_002611 ; NP_002602	NM_002611	PDK2	pyruvate dehydrogenase kinase, isozyme 2	602525	17	17q21.33
DAP1_1439	2697	NM_000165 ; NP_000156	NM_000165	GJA1	gap junction protein, alpha 1, 43kDa	121014 ; 164200 ; 186100 ; 241550 ; 600309	6	6q21-q23.2
DAP1_1462	8140	NM_003486 ; NP_003477	NM_003486	SLC7A5	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	600182	16	16q24.3
DAP1_1482	6347	NM_002982 ; NP_002973	NM_002982	CCL2	chemokine (C-C motif) ligand 2	158105 ; 182940 ; 607948 ; 609423	17	17q11.2-q12
DAP1_1493	4638	NM_005965 ; NP_005956 ; NM_053029 ; NP_444257 ; NM_053030 ; NP_444258 ; NM_053025 ; NP_444253 ; NM_053026 ; NP_444254 ; NM_053027 ; NP_444255 ; NM_053028 ; NP_444256 ; NM_053031 ; NP_444259 ; NM_053032 ; NP_444260	NM_005965	MYLK	myosin, light chain kinase	600922	3	3q21
